player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","HORN,JEREMY","PRESIDENT,MILES",00:00:36,-2,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MADDOCK,ANDREW","SCARLETT,MICHAEL",00:01:52,2,4,3,1,1,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,2
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:03:17,0,5,5,0,0,3,1,2,1,1,2,0,5,5,0,0,3,0,2,1,1,1,3
"DAVIS,EVAN","HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK","SCARLETT,MICHAEL",00:00:35,-2,0,1,0,0,1,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0
"DAVIS,EVAN","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:55,3,8,6,0,1,2,3,2,0,1,0,2,5,7,1,1,4,2,1,0,3,1,2
"DAVIS,EVAN","HALL,RILEY","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:12,1,6,4,1,0,1,0,1,2,0,2,0,5,3,1,0,0,1,0,1,0,0,0
"DAVIS,EVAN","HORN,JEREMY","KIRSCH,MAXWELL","KUSCH,RYAN","SCARLETT,MICHAEL",00:01:57,-2,0,3,2,1,1,0,2,0,0,0,0,2,2,0,1,1,1,2,0,0,0,0
"ELY,JACK","HALL,RILEY","MADDOCK,ANDREW","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:09,-2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:14:03,14,34,24,1,3,8,10,6,2,3,8,12,20,24,8,4,7,4,4,2,6,5,8
"ELY,JACK","HALL,RILEY","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:09:00,-6,8,12,2,0,6,3,1,0,5,2,2,14,12,2,2,3,4,3,2,2,4,1
"HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:24,0,5,4,0,0,2,1,1,1,1,2,0,5,4,2,0,0,1,0,1,0,1,0
