player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MADDOCK,ANDREW","SCARLETT,MICHAEL",00:01:50,3,5,3,1,0,0,1,0,1,0,1,0,2,4,2,2,1,1,1,0,2,0,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:04:52,4,14,9,2,1,1,4,2,2,0,2,0,10,9,2,0,3,2,2,2,1,1,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","MYERS,PATRICK","SCARLETT,MICHAEL",00:03:27,-4,2,5,1,1,3,0,2,0,1,0,3,6,6,1,0,3,0,1,2,2,1,0
"DAVIS,EVAN","HALL,RILEY","KUSCH,RYAN","MADDOCK,ANDREW","SCARLETT,MICHAEL",00:01:33,2,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0
"DAVIS,EVAN","HALL,RILEY","KUSCH,RYAN","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:02:04,3,5,4,0,0,2,2,1,0,0,0,2,2,3,1,0,1,1,1,0,0,0,0
"DAVIS,EVAN","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:05:33,7,11,9,0,1,4,4,2,0,2,0,4,4,8,2,1,4,2,5,0,0,0,0
"DAVIS,EVAN","KIRSCH,MAXWELL","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:12,-2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"ELY,JACK","HALL,RILEY","KUSCH,RYAN","MADDOCK,ANDREW","SCARLETT,MICHAEL",00:01:01,0,0,3,2,0,1,0,1,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0
"ELY,JACK","HALL,RILEY","KUSCH,RYAN","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:02:37,-1,6,4,0,1,1,2,1,0,1,0,2,7,6,2,0,2,0,0,2,0,1,3
"ELY,JACK","HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK","SCARLETT,MICHAEL",00:00:05,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:19,3,5,5,1,0,1,1,1,0,0,0,4,2,4,1,0,2,1,0,0,2,0,0
"ELY,JACK","HALL,RILEY","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:46,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
"ELY,JACK","KIRSCH,MAXWELL","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:03,4,6,5,2,2,0,1,0,0,2,0,4,2,3,1,0,1,1,1,0,0,0,0
"ELY,JACK","KIRSCH,MAXWELL","MORRIS,KENDRICK","PRESIDENT,MILES","SUI,MARK",00:00:33,-2,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0
"ELY,JACK","KIRSCH,MAXWELL","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:34,-1,5,4,1,1,1,1,2,1,0,1,0,6,4,1,1,0,2,1,0,0,1,2
"ELY,JACK","KIRSCH,MAXWELL","MYERS,PATRICK","PRESIDENT,MILES","SUI,MARK",00:00:39,-3,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0
"HALL,RILEY","KUSCH,RYAN","MADDOCK,ANDREW","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:07,6,9,5,1,0,0,0,0,2,0,2,3,3,4,1,0,2,0,1,1,1,1,0
"HALL,RILEY","KUSCH,RYAN","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:30,2,8,4,0,0,0,3,0,0,0,2,2,6,4,0,1,1,3,2,0,0,0,0
"HALL,RILEY","KUSCH,RYAN","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:41,2,4,2,0,0,0,1,0,0,0,1,2,2,3,1,1,1,1,1,0,0,1,2
"KIRSCH,MAXWELL","KUSCH,RYAN","LEVINE,JD","MADDOCK,ANDREW","SUI,MARK",00:01:47,0,3,3,1,1,0,1,1,0,0,0,2,3,4,0,0,3,1,1,0,1,0,2
"KIRSCH,MAXWELL","KUSCH,RYAN","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:47,-5,0,1,0,0,1,0,1,0,0,0,0,5,2,0,0,0,0,0,1,0,1,2
