player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"BODOIA,JOEY","DAVIS,EVAN","LEVINE,JD","MORRIS,KENDRICK","SEGURA,NICOLAS",00:00:39,-1,2,2,0,0,1,0,0,0,1,0,2,3,2,0,1,0,1,0,0,0,1,2
"BODOIA,JOEY","ELY,JACK","KIRSCH,MITCHELL","LYNDS,SCOTT","MYERS,PATRICK",00:01:26,3,4,3,0,1,2,2,0,0,2,2,1,1,3,1,0,2,0,0,0,1,0,2
"BODOIA,JOEY","HORN,JEREMY","KIRSCH,MAXWELL","LEVINE,JD","OTI,CHUKWUELOKA",00:01:19,2,4,6,1,0,3,1,0,0,2,0,3,2,4,0,2,3,1,4,0,1,0,0
"BODOIA,JOEY","HORN,JEREMY","KUSCH,RYAN","LEVINE,JD","OTI,CHUKWUELOKA",00:00:11,-2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
"BODOIA,JOEY","KIRSCH,MITCHELL","LYNDS,SCOTT","MORRIS,KENDRICK","SEGURA,NICOLAS",00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BODOIA,JOEY","KIRSCH,MITCHELL","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES",00:00:42,2,2,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"BODOIA,JOEY","KUSCH,RYAN","LEVINE,JD","MADDOCK,ANDREW","OTI,CHUKWUELOKA",00:00:38,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"BODOIA,JOEY","KUSCH,RYAN","LYNDS,SCOTT","MORRIS,KENDRICK","OTI,CHUKWUELOKA",00:00:09,-2,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"BODOIA,JOEY","LYNDS,SCOTT","MORRIS,KENDRICK","OTI,CHUKWUELOKA","PRESIDENT,MILES",00:01:19,-5,2,2,1,0,0,1,0,0,0,1,0,7,3,0,0,0,2,0,1,0,0,0
"DAVIS,EVAN","ELY,JACK","KIRSCH,MITCHELL","LEVINE,JD","MORRIS,KENDRICK",00:00:04,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"DAVIS,EVAN","ELY,JACK","KIRSCH,MITCHELL","LYNDS,SCOTT","MORRIS,KENDRICK",00:01:48,-5,5,3,0,0,1,1,1,1,0,2,0,10,4,1,2,0,0,2,3,0,2,1
"DAVIS,EVAN","ELY,JACK","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES",00:09:32,-1,21,19,2,2,6,8,3,1,6,7,2,22,19,0,0,11,1,8,6,3,3,2
"DAVIS,EVAN","KIRSCH,MITCHELL","LEVINE,JD","MORRIS,KENDRICK","SEGURA,NICOLAS",00:01:36,-3,2,2,0,4,1,1,3,0,0,1,2,5,2,0,0,0,1,0,1,0,1,0
"DAVIS,EVAN","KIRSCH,MITCHELL","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES",00:00:56,0,2,2,0,0,1,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0
"DAVIS,EVAN","KIRSCH,MITCHELL","LYNDS,SCOTT","MORRIS,KENDRICK","SEGURA,NICOLAS",00:00:16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"DAVIS,EVAN","KUSCH,RYAN","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES",00:00:45,-2,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,2
"ELY,JACK","HORN,JEREMY","KIRSCH,MAXWELL","KIRSCH,MITCHELL","KUSCH,RYAN",00:00:28,-1,3,2,0,0,0,0,0,1,1,0,0,4,2,0,0,0,1,0,0,0,0,2
"ELY,JACK","HORN,JEREMY","KIRSCH,MITCHELL","KUSCH,RYAN","LEVINE,JD",00:01:20,0,3,2,0,1,0,0,1,1,1,1,0,3,2,0,0,1,0,1,1,0,1,0
"ELY,JACK","KIRSCH,MAXWELL","KIRSCH,MITCHELL","LYNDS,SCOTT","MORRIS,KENDRICK",00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"ELY,JACK","KIRSCH,MAXWELL","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES",00:02:13,-6,2,4,2,2,1,0,0,0,3,0,2,8,4,0,0,0,3,0,0,0,1,2
"ELY,JACK","KIRSCH,MAXWELL","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES",00:01:42,-2,0,4,1,0,3,0,2,0,1,0,0,2,3,0,0,2,1,2,0,0,1,0
"ELY,JACK","KIRSCH,MITCHELL","KUSCH,RYAN","LEVINE,JD","MORRIS,KENDRICK",00:01:00,2,2,2,0,2,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"ELY,JACK","KIRSCH,MITCHELL","LEVINE,JD","MORRIS,KENDRICK","PRESIDENT,MILES",00:00:34,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"ELY,JACK","KIRSCH,MITCHELL","LYNDS,SCOTT","MADDOCK,ANDREW","PRESIDENT,MILES",00:03:54,4,6,6,0,3,2,1,2,1,3,1,2,2,6,3,1,2,1,2,0,1,0,0
"ELY,JACK","KIRSCH,MITCHELL","LYNDS,SCOTT","MYERS,PATRICK","SEGURA,NICOLAS",00:01:46,-5,0,3,2,0,1,0,0,0,1,0,0,5,4,0,0,2,1,0,1,2,2,0
"HORN,JEREMY","KIRSCH,MAXWELL","LEVINE,JD","MKPADO,KELE","PETERSON,JACK",00:02:18,4,6,3,0,1,2,1,0,1,1,2,3,2,3,2,0,0,0,0,0,0,0,2
"KIRSCH,MITCHELL","KUSCH,RYAN","LEVINE,JD","MADDOCK,ANDREW","SEGURA,NICOLAS",00:01:13,-1,2,3,1,0,2,1,1,0,0,0,1,3,3,0,0,2,1,1,0,1,1,1
"KIRSCH,MITCHELL","KUSCH,RYAN","LYNDS,SCOTT","MADDOCK,ANDREW","SEGURA,NICOLAS",00:01:07,0,2,1,0,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2
